source,status,date,cust_name,cust_num,cust_parent_name,cust_channel,cust_segment,amount,quantity
direct,closed,2024-09-19,Amazon,1002,Amazon,Online,Online,18287.16,640
direct,closed,2024-09-19,"Hy-Vee (Lomar Distributing , Inc)",1010,Hy-Vee,Retail,Grocery,1728.0,2
direct,closed,2024-09-19,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,35306.2,1871
direct,closed,2024-09-19,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,506
direct,closed,2024-09-19,Muscle Foods USA,1011,Muscle Foods,AFH,Fitness,3264.0,240
direct,closed,2024-09-19,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,2056.35,37
direct,closed,2024-09-19,Target,1009,Target,Retail,Mass,18048.0,376
direct,closed,2024-09-19,UNFI,1014,UNFI,Retail,Natural,90576.4,2070
direct,closed,2024-09-19,Walmart,1015,Walmart,Retail,Mass,12141.0,213
direct,closed,2024-09-20,Amazon,1002,Amazon,Online,Online,13586.080000000002,493
direct,closed,2024-09-20,Costco Wholesale,1008,Costco,Club,Club,57168.0,30
direct,closed,2024-09-20,HEB,1034,HEB,Retail,Grocery,19344.0,520
direct,closed,2024-09-20,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,10680
direct,closed,2024-09-20,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,1968.12,93
direct,closed,2024-09-20,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,7
direct,closed,2024-09-20,The Kroger Co.,1013,Kroger,Retail,Grocery,31920.0,560
direct,closed,2024-09-20,UNFI,1014,UNFI,Retail,Natural,89280.0,2400
direct,closed,2024-09-20,Walmart,1015,Walmart,Retail,Mass,11856.0,208
direct,closed,2024-09-21,Amazon,1002,Amazon,Online,Online,14477.45,485
direct,closed,2024-09-22,Amazon,1002,Amazon,Online,Online,15819.050000000001,522
direct,closed,2024-09-23,Amazon,1002,Amazon,Online,Online,19194.880000000005,689
direct,closed,2024-09-23,Costco Wholesale,1008,Costco,Club,Club,114336.0,60
direct,closed,2024-09-23,Harris Teeter,1016,Harris Teeter,Retail,Grocery,59288.0,1436
direct,closed,2024-09-23,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,5847
direct,closed,2024-09-23,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,4153.25,98
direct,closed,2024-09-23,Target,1009,Target,Retail,Mass,21129.600000000006,568
direct,closed,2024-09-23,Walmart,1015,Walmart,Retail,Mass,32091.0,563
direct,closed,2024-09-24,Amazon,1002,Amazon,Online,Online,14828.37,551
direct,closed,2024-09-24,Costco Wholesale,1008,Costco,Club,Club,114336.0,60
direct,closed,2024-09-24,Davidson Specialty Foods LLC,1007,Davidson Specialty Foods,Retail,Natural,5952.0,160
direct,closed,2024-09-24,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,28
direct,closed,2024-09-24,RTZN Brands | Righteous Felon,1031,RTZN,AFH,Specialty Retail,4896.0,360
direct,closed,2024-09-24,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,3574.9,106
direct,closed,2024-09-24,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,131
direct,closed,2024-09-24,SnackTree International,1021,Snack Tree,AFH,Specialty Retail,10416.0,280
direct,closed,2024-09-24,Target,1009,Target,Retail,Mass,12547.2,265
direct,closed,2024-09-24,Walmart,1015,Walmart,Retail,Mass,19038.0,334
direct,closed,2024-09-25,Amazon,1002,Amazon,Online,Online,20457.33,718
direct,closed,2024-09-25,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,25950.0,1434
direct,closed,2024-09-25,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,1003
direct,closed,2024-09-25,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,1999.5,38
direct,closed,2024-09-25,SportLife Distribution,1027,SportLife,AFH,Fitness,4896.0,360
direct,closed,2024-09-25,Target,1009,Target,Retail,Mass,64078.8,1337
direct,closed,2024-09-25,Walmart,1015,Walmart,Retail,Mass,18810.0,330
direct,closed,2024-09-26,Amazon,1002,Amazon,Online,Online,21115.300000000003,726
direct,closed,2024-09-26,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,41
direct,closed,2024-09-26,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,1672.49,56
direct,closed,2024-09-26,Walmart,1015,Walmart,Retail,Mass,14364.0,252
direct,closed,2024-09-27,Amazon,1002,Amazon,Online,Online,18040.289999999997,625
direct,closed,2024-09-27,HEB,1034,HEB,Retail,Grocery,17760.0,460
direct,closed,2024-09-27,JRS DISTRIBUTION LLC,1033,JRS,Retail,Convenience,7812.0,210
direct,closed,2024-09-27,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,53936.0,1320
direct,closed,2024-09-27,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,3866
direct,closed,2024-09-27,Muscle Foods USA,1011,Muscle Foods,AFH,Fitness,9792.0,720
direct,closed,2024-09-27,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,2598.58,63
direct,closed,2024-09-27,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,8
direct,closed,2024-09-27,SportLife Distribution,1027,SportLife,AFH,Fitness,4896.0,360
direct,closed,2024-09-27,Target,1009,Target,Retail,Mass,173472.0,3614
direct,closed,2024-09-27,UNFI,1014,UNFI,Retail,Natural,161990.6,3911
direct,closed,2024-09-27,Walmart,1015,Walmart,Retail,Mass,12540.0,220
direct,closed,2024-09-28,Amazon,1002,Amazon,Online,Online,14347.66,464
direct,closed,2024-09-29,Amazon,1002,Amazon,Online,Online,13563.17,432
direct,closed,2024-09-30,Amazon,1002,Amazon,Online,Online,22162.68,750
direct,closed,2024-09-30,Costco Wholesale,1008,Costco,Club,Club,114336.0,60
direct,closed,2024-09-30,HEB,1034,HEB,Retail,Grocery,23616.0,600
direct,closed,2024-09-30,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,810
direct,closed,2024-09-30,Muscle Foods USA,1011,Muscle Foods,AFH,Fitness,8160.0,600
direct,closed,2024-09-30,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,4068.4199999999996,80
direct,closed,2024-09-30,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,103
direct,closed,2024-09-30,UNFI,1014,UNFI,Retail,Natural,96429.8,1787
direct,closed,2024-09-30,Walmart,1015,Walmart,Retail,Mass,21033.0,369
direct,closed,2024-10-01,Amazon,1002,Amazon,Online,Online,17888.919999999995,594
direct,closed,2024-10-01,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,16
direct,closed,2024-10-01,Meijer,1003,Meijer,Retail,Grocery,40479.2,1823
direct,closed,2024-10-01,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,2283.83,42
direct,closed,2024-10-01,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,48
direct,closed,2024-10-01,SnackTree International,1021,Snack Tree,AFH,Specialty Retail,11904.0,320
direct,closed,2024-10-01,Target,1009,Target,Retail,Mass,14160.0,295
direct,closed,2024-10-01,Walmart,1015,Walmart,Retail,Mass,17613.0,309
direct,closed,2024-10-02,Amazon,1002,Amazon,Online,Online,20056.09,694
direct,closed,2024-10-02,Costco Wholesale,1008,Costco,Club,Club,114336.0,60
direct,closed,2024-10-02,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,24642.0,1484
direct,closed,2024-10-02,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,99
direct,closed,2024-10-02,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,2887.52,73
direct,closed,2024-10-02,UNFI,1014,UNFI,Retail,Natural,5059.2,136
direct,closed,2024-10-02,Walmart,1015,Walmart,Retail,Mass,16188.0,284
direct,closed,2024-10-03,Amazon,1002,Amazon,Online,Online,15247.319999999996,509
direct,closed,2024-10-03,"Grocery Outlet, Inc",1020,Grocery Outlet,Retail,Outlet,70128.0,480
direct,closed,2024-10-03,"Hy-Vee (Lomar Distributing , Inc)",1010,Hy-Vee,Retail,Grocery,2592.0,3
direct,closed,2024-10-03,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,3258
direct,closed,2024-10-03,"McLane Company, Inc.",1018,McLane,Retail,Convenience,8160.0,600
direct,closed,2024-10-03,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,1996.73,54
direct,closed,2024-10-03,Walmart,1015,Walmart,Retail,Mass,5814.0,102
direct,closed,2024-10-04,Amazon,1002,Amazon,Online,Online,24818.139999999996,910
direct,closed,2024-10-04,Costco Wholesale,1008,Costco,Club,Club,57168.0,30
direct,closed,2024-10-04,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,309
direct,closed,2024-10-04,Muscle Foods USA,1011,Muscle Foods,AFH,Fitness,3264.0,240
direct,closed,2024-10-04,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,2068.12,37
direct,closed,2024-10-04,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,1489
direct,closed,2024-10-04,Target,1009,Target,Retail,Mass,7477.2,201
direct,closed,2024-10-04,Walmart,1015,Walmart,Retail,Mass,19038.0,334
direct,closed,2024-10-05,Amazon,1002,Amazon,Online,Online,17731.83,593
direct,closed,2024-10-06,Amazon,1002,Amazon,Online,Online,19805.119999999995,632
direct,closed,2024-10-07,Amazon,1002,Amazon,Online,Online,21167.87,729
direct,closed,2024-10-07,Costco Wholesale,1008,Costco,Club,Club,57168.0,30
direct,closed,2024-10-07,"Grocery Outlet, Inc",1020,Grocery Outlet,Retail,Outlet,70128.0,480
direct,closed,2024-10-07,HEB,1034,HEB,Retail,Grocery,13200.0,320
direct,closed,2024-10-07,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,88356.6,2775
direct,closed,2024-10-07,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,3721
direct,closed,2024-10-07,Muscle Foods USA,1011,Muscle Foods,AFH,Fitness,26112.0,1920
direct,closed,2024-10-07,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,3620.96,60
direct,closed,2024-10-07,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,1720
direct,closed,2024-10-07,Target,1009,Target,Retail,Mass,22639.800000000003,607
direct,closed,2024-10-07,The Kroger Co.,1013,Kroger,Retail,Grocery,33915.0,595
direct,closed,2024-10-07,Walmart,1015,Walmart,Retail,Mass,29640.0,520
direct,closed,2024-10-08,Amazon,1002,Amazon,Online,Online,20137.489999999994,697
direct,closed,2024-10-08,"Grocery Outlet, Inc",1020,Grocery Outlet,Retail,Outlet,70128.0,480
direct,closed,2024-10-08,HEB,1034,HEB,Retail,Grocery,13248.0,330
direct,closed,2024-10-08,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,528
direct,closed,2024-10-08,NYB Distributors,1166,NYB Distributors,AFH,Fitness,8160.0,600
direct,closed,2024-10-08,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,3513.18,96
direct,closed,2024-10-08,Walmart,1015,Walmart,Retail,Mass,14421.0,253
direct,closed,2024-10-09,Amazon,1002,Amazon,Online,Online,29290.179999999986,1073
direct,closed,2024-10-09,Target,1009,Target,Retail,Mass,70368.0,1466
direct,closed,2024-10-09,Walmart,1015,Walmart,Retail,Mass,22572.0,396
direct,closed,2024-10-10,Amazon,1002,Amazon,Online,Online,26038.38999999999,927
direct,closed,2024-10-10,Costco Wholesale,1008,Costco,Club,Club,114336.0,60
direct,closed,2024-10-10,Harris Teeter,1016,Harris Teeter,Retail,Grocery,23264.0,800
direct,closed,2024-10-10,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,3348.36,63
direct,closed,2024-10-10,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,32
direct,closed,2024-10-10,Target,1009,Target,Retail,Mass,159289.2,3321
direct,closed,2024-10-10,The Kroger Co.,1013,Kroger,Retail,Grocery,23940.0,420
direct,closed,2024-10-10,Walmart,1015,Walmart,Retail,Mass,15219.0,267
direct,closed,2024-10-11,Amazon,1002,Amazon,Online,Online,18894.939999999995,647
direct,closed,2024-10-11,HEB,1034,HEB,Retail,Grocery,16224.0,410
direct,closed,2024-10-11,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,225
direct,closed,2024-10-11,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,4313.96,91
direct,closed,2024-10-11,Walmart,1015,Walmart,Retail,Mass,6840.0,120
direct,closed,2024-10-12,Amazon,1002,Amazon,Online,Online,15167.41,493
direct,closed,2024-10-13,Amazon,1002,Amazon,Online,Online,12928.769999999999,421
direct,closed,2024-10-14,Amazon,1002,Amazon,Online,Online,20215.18,718
direct,closed,2024-10-14,Donations,1028,Donations,Redistributor,No Segment,0.0,956
direct,closed,2024-10-14,HEB,1034,HEB,Retail,Grocery,24960.0,610
direct,closed,2024-10-14,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,36960.6,1343
direct,closed,2024-10-14,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,3285
direct,closed,2024-10-14,"McLane Company, Inc.",1018,McLane,Retail,Convenience,9792.0,720
direct,closed,2024-10-14,Muscle Foods USA,1011,Muscle Foods,AFH,Fitness,6528.0,480
direct,closed,2024-10-14,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,3098.06,78
direct,closed,2024-10-14,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,199
direct,closed,2024-10-14,UNFI,1014,UNFI,Retail,Natural,95974.4,2016
direct,closed,2024-10-14,Walmart,1015,Walmart,Retail,Mass,25479.0,447
direct,closed,2024-10-15,Amazon,1002,Amazon,Online,Online,18699.11,660
direct,closed,2024-10-15,Donations,1028,Donations,Redistributor,No Segment,0.0,166
direct,closed,2024-10-15,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,9962.0,284
direct,closed,2024-10-15,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,1743
direct,closed,2024-10-15,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,2630.96,80
direct,closed,2024-10-15,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,344
direct,closed,2024-10-15,SportLife Distribution,1027,SportLife,AFH,Fitness,3264.0,240
direct,closed,2024-10-15,Walmart,1015,Walmart,Retail,Mass,8151.0,143
direct,closed,2024-10-16,Amazon,1002,Amazon,Online,Online,21586.739999999994,754
direct,closed,2024-10-16,Cohen Foods,1167,Cohen Foods,Retail,Grocery,12992.0,500
direct,closed,2024-10-16,Costco Wholesale,1008,Costco,Club,Club,57168.0,30
direct,closed,2024-10-16,HEB,1034,HEB,Retail,Grocery,45696.0,1150
direct,closed,2024-10-16,Harris Teeter,1016,Harris Teeter,Retail,Grocery,11970.0,210
direct,closed,2024-10-16,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,51520.2,2040
direct,closed,2024-10-16,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,204
direct,closed,2024-10-16,Muscle Foods USA,1011,Muscle Foods,AFH,Fitness,3264.0,240
direct,closed,2024-10-16,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,3372.29,82
direct,closed,2024-10-16,Walmart,1015,Walmart,Retail,Mass,23427.0,411
direct,closed,2024-10-17,7-Eleven,1026,7-Eleven,Retail,Convenience,3264.0,240
direct,closed,2024-10-17,Amazon,1002,Amazon,Online,Online,17457.649999999994,576
direct,closed,2024-10-17,Costco Wholesale,1008,Costco,Club,Club,57888.0,30
direct,closed,2024-10-17,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,3520
direct,closed,2024-10-17,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,1857.0800000000002,53
direct,closed,2024-10-17,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,272
direct,closed,2024-10-17,Walmart,1015,Walmart,Retail,Mass,15732.0,276
direct,closed,2024-10-18,Amazon,1002,Amazon,Online,Online,13865.189999999995,452
direct,closed,2024-10-18,Costco Wholesale,1008,Costco,Club,Club,57168.0,30
direct,closed,2024-10-18,HEB,1034,HEB,Retail,Grocery,22080.0,550
direct,closed,2024-10-18,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,49262.4,940
direct,closed,2024-10-18,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,91
direct,closed,2024-10-18,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,2548.62,50
direct,closed,2024-10-18,SnackTree International,1021,Snack Tree,AFH,Specialty Retail,20832.0,560
direct,closed,2024-10-18,Target,1009,Target,Retail,Mass,9897.0,257
direct,closed,2024-10-18,The Kroger Co.,1013,Kroger,Retail,Grocery,11970.0,210
direct,closed,2024-10-18,Walmart,1015,Walmart,Retail,Mass,25137.0,441
direct,closed,2024-10-19,Amazon,1002,Amazon,Online,Online,13897.509999999997,442
direct,closed,2024-10-20,Amazon,1002,Amazon,Online,Online,15671.039999999995,495
direct,closed,2024-10-21,Amazon,1002,Amazon,Online,Online,17301.799999999996,564
direct,closed,2024-10-21,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,36598.8,934
direct,closed,2024-10-21,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,388
direct,closed,2024-10-21,Muscle Foods USA,1011,Muscle Foods,AFH,Fitness,14688.0,1080
direct,closed,2024-10-21,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,4645.43,76
direct,closed,2024-10-21,Target,1009,Target,Retail,Mass,22651.8,602
direct,closed,2024-10-21,Walmart,1015,Walmart,Retail,Mass,12426.0,218
direct,closed,2024-10-22,Amazon,1002,Amazon,Online,Online,16770.229999999992,540
direct,closed,2024-10-22,Costco Wholesale,1008,Costco,Club,Club,114336.0,60
direct,closed,2024-10-22,Davidson Specialty Foods LLC,1007,Davidson Specialty Foods,Retail,Natural,2976.0,80
direct,closed,2024-10-22,HEB,1034,HEB,Retail,Grocery,30864.0,760
direct,closed,2024-10-22,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,43149.6,2082
direct,closed,2024-10-22,Muscle Foods USA,1011,Muscle Foods,AFH,Fitness,9792.0,720
direct,closed,2024-10-22,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,1003.38,40
direct,closed,2024-10-22,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,320
direct,closed,2024-10-22,Set Sail International,1019,Set Sail,AFH,Off-Shore / Military,103717.0,2159
direct,closed,2024-10-22,Target,1009,Target,Retail,Mass,61716.0,1288
direct,closed,2024-10-22,Walmart,1015,Walmart,Retail,Mass,13110.0,230
direct,closed,2024-10-23,Amazon,1002,Amazon,Online,Online,13847.629999999997,440
direct,closed,2024-10-23,Europa Sports Partners LLC,1035,Europa,AFH,Fitness,1632.0,120
direct,closed,2024-10-23,"Hy-Vee (Lomar Distributing , Inc)",1010,Hy-Vee,Retail,Grocery,1728.0,2
direct,closed,2024-10-23,"Life Time, Inc",1029,Life Time,AFH,Fitness,6120.0,450
direct,closed,2024-10-23,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,23
direct,closed,2024-10-23,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,1990.84,40
direct,closed,2024-10-23,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,70
direct,closed,2024-10-23,Target,1009,Target,Retail,Mass,84192.0,1754
direct,closed,2024-10-23,Walmart,1015,Walmart,Retail,Mass,20406.0,358
direct,closed,2024-10-24,Amazon,1002,Amazon,Online,Online,17336.479999999996,554
direct,closed,2024-10-24,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,88353.0,1925
direct,closed,2024-10-24,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,3586
direct,closed,2024-10-24,"McLane Company, Inc.",1018,McLane,Retail,Convenience,13056.0,960
direct,closed,2024-10-24,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,2088.87,51
direct,closed,2024-10-24,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,86
direct,closed,2024-10-24,Set Sail International,1019,Set Sail,AFH,Off-Shore / Military,46833.0,905
direct,closed,2024-10-24,Target,1009,Target,Retail,Mass,576.0,12
direct,closed,2024-10-24,Walmart,1015,Walmart,Retail,Mass,15333.0,269
direct,closed,2024-10-25,Amazon,1002,Amazon,Online,Online,16364.619999999995,520
direct,closed,2024-10-26,Amazon,1002,Amazon,Online,Online,12845.57,402
direct,closed,2024-10-27,Amazon,1002,Amazon,Online,Online,16200.399999999996,533
direct,closed,2024-10-28,Amazon,1002,Amazon,Online,Online,14656.209999999997,523
direct,closed,2024-10-28,HEB,1034,HEB,Retail,Grocery,24864.0,590
direct,closed,2024-10-28,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,45269.0,1763
direct,closed,2024-10-28,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,193
direct,closed,2024-10-28,Muscle Foods USA,1011,Muscle Foods,AFH,Fitness,6528.0,480
direct,closed,2024-10-28,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,5745.82,115
direct,closed,2024-10-28,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,392
direct,closed,2024-10-28,SportLife Distribution,1027,SportLife,AFH,Fitness,6528.0,480
direct,closed,2024-10-28,Target,1009,Target,Retail,Mass,49440.0,1030
direct,closed,2024-10-28,UNFI,1014,UNFI,Retail,Natural,89088.6,1960
direct,closed,2024-10-28,Walmart,1015,Walmart,Retail,Mass,19095.0,335
direct,closed,2024-10-29,Amazon,1002,Amazon,Online,Online,17168.839999999997,551
direct,closed,2024-10-30,Amazon,1002,Amazon,Online,Online,20552.39,719
direct,closed,2024-10-30,Costco Wholesale,1008,Costco,Club,Club,114336.0,60
direct,closed,2024-10-30,Europa Sports Partners LLC,1035,Europa,AFH,Fitness,1632.0,120
direct,closed,2024-10-30,HEB,1034,HEB,Retail,Grocery,20640.0,520
direct,closed,2024-10-30,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,15196.2,673
direct,closed,2024-10-30,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,3195
direct,closed,2024-10-30,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,6815.12,129
direct,closed,2024-10-30,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,30
direct,closed,2024-10-30,SnackTree International,1021,Snack Tree,AFH,Specialty Retail,23808.0,640
direct,closed,2024-10-30,Target,1009,Target,Retail,Mass,23712.0,494
direct,closed,2024-10-30,The Kroger Co.,1013,Kroger,Retail,Grocery,27930.0,490
direct,closed,2024-10-30,Walmart,1015,Walmart,Retail,Mass,20292.0,356
direct,closed,2024-10-31,Amazon,1002,Amazon,Online,Online,18235.18,612
direct,closed,2024-10-31,Costco Wholesale,1008,Costco,Club,Club,57888.0,30
direct,closed,2024-10-31,"Grocery Outlet, Inc",1020,Grocery Outlet,Retail,Outlet,45291.0,310
direct,closed,2024-10-31,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,89
direct,closed,2024-10-31,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,2073.23,53
direct,closed,2024-10-31,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,30
direct,closed,2024-10-31,UNFI,1014,UNFI,Retail,Natural,90338.8,2490
direct,closed,2024-10-31,Walmart,1015,Walmart,Retail,Mass,37620.0,660
direct,closed,2024-11-01,Amazon,1002,Amazon,Online,Online,14401.269999999997,478
direct,closed,2024-11-01,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,54
direct,closed,2024-11-01,Muscle Foods USA,1011,Muscle Foods,AFH,Fitness,8160.0,600
direct,closed,2024-11-01,RTZN Brands | Righteous Felon,1031,RTZN,AFH,Specialty Retail,3672.0,270
direct,closed,2024-11-01,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,1490.74,27
direct,closed,2024-11-01,SportLife Distribution,1027,SportLife,AFH,Fitness,11424.0,840
direct,closed,2024-11-01,Walmart,1015,Walmart,Retail,Mass,15276.0,268
direct,closed,2024-11-02,Amazon,1002,Amazon,Online,Online,10243.039999999997,318
direct,closed,2024-11-03,Amazon,1002,Amazon,Online,Online,16731.489999999994,524
direct,closed,2024-11-04,Amazon,1002,Amazon,Online,Online,22567.399999999998,768
direct,closed,2024-11-04,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,230
direct,closed,2024-11-04,Muscle Foods USA,1011,Muscle Foods,AFH,Fitness,3264.0,240
direct,closed,2024-11-04,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,2213.55,63
direct,closed,2024-11-04,Target,1009,Target,Retail,Mass,38650.8,1039
direct,closed,2024-11-04,Walmart,1015,Walmart,Retail,Mass,10431.0,183
direct,closed,2024-11-05,Amazon,1002,Amazon,Online,Online,19766.479999999996,665
direct,closed,2024-11-05,Costco Wholesale,1008,Costco,Club,Club,114336.0,60
direct,closed,2024-11-05,HEB,1034,HEB,Retail,Grocery,30384.0,660
direct,closed,2024-11-05,HLA,1017,HLA,Retail,Convenience,3808.0,280
direct,closed,2024-11-05,"Kehe Distributors, LLC",1005,Kehe,Retail,Natural,23906.8,1351
direct,closed,2024-11-05,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,524
direct,closed,2024-11-05,Muscle Foods USA,1011,Muscle Foods,AFH,Fitness,4896.0,360
direct,closed,2024-11-05,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,3116.5099999999998,65
direct,closed,2024-11-05,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,21
direct,closed,2024-11-05,SportLife Distribution,1027,SportLife,AFH,Fitness,6528.0,480
direct,closed,2024-11-05,Target,1009,Target,Retail,Mass,34128.0,711
direct,closed,2024-11-05,Walmart,1015,Walmart,Retail,Mass,21090.0,370
direct,closed,2024-11-06,Amazon,1002,Amazon,Online,Online,18611.969999999998,650
direct,closed,2024-11-06,Davidson Specialty Foods LLC,1007,Davidson Specialty Foods,Retail,Natural,8630.4,232
direct,closed,2024-11-06,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,864
direct,closed,2024-11-06,Muscle Foods USA,1011,Muscle Foods,AFH,Fitness,4896.0,360
direct,closed,2024-11-06,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,1286.7,22
direct,closed,2024-11-06,Target,1009,Target,Retail,Mass,47424.0,988
direct,closed,2024-11-06,Walmart,1015,Walmart,Retail,Mass,16188.0,284
direct,closed,2024-11-07,Amazon,1002,Amazon,Online,Online,17394.989999999994,593
direct,closed,2024-11-07,"Grocery Outlet, Inc",1020,Grocery Outlet,Retail,Outlet,70128.0,480
direct,closed,2024-11-07,"Life Time, Inc",1029,Life Time,AFH,Fitness,8976.0,660
direct,closed,2024-11-07,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,240
direct,closed,2024-11-07,SHOPIFY - WILDE WEB SITE,1146,Shopify,Online,Online,1957.15,55
direct,closed,2024-11-07,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,72
direct,closed,2024-11-07,Target,1009,Target,Retail,Mass,47418.0,998
direct,closed,2024-11-07,Walmart,1015,Walmart,Retail,Mass,3306.0,58
direct,closed,2024-11-08,Amazon,1002,Amazon,Online,Online,14760.51,508
direct,closed,2024-11-08,"Grocery Outlet, Inc",1020,Grocery Outlet,Retail,Outlet,210384.0,1440
direct,closed,2024-11-08,Marketing Samples,1183,Wilde,No Channel,No Segment,0.0,173
direct,closed,2024-11-08,Sales Samples,1184,Wilde,No Channel,No Segment,0.0,54
direct,closed,2024-11-08,Target,1009,Target,Retail,Mass,39214.8,819
direct,closed,2024-11-09,Amazon,1002,Amazon,Online,Online,13802.439999999997,445
direct,closed,2024-11-10,Amazon,1002,Amazon,Online,Online,13992.769999999995,451
direct,closed,2024-11-11,Amazon,1002,Amazon,Online,Online,19715.439999999995,681
